ID,Dataset,Recording time,Rain,Rain state,Wind,Sea state,Name,CPA time,Ship ID,SHIPTYPE,DETAILED TYPE,Length
0570,B,300,0.2,Light,3.7,2,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0571,B,300,0,No rain,5.9,3,HANG BO 2002, - ,237,Special Craft,Motor Hopper,72
0572,B,191,0,No rain,8.5,4,SIEM GIANT, - ,527,Special Craft,Supply Vessel,88
0573,B,300,0,No rain,3.4,2,MSC MUSICA, - ,389,Passenger,Passenger Ship,294
0574,B,137,0,No rain,3.8,2,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0575,B,300,0,No rain,4.8,3,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0576,B,280,0,No rain,7.6,4,MINGYANG11, - ,362,Special Craft,Offshore Supply Ship,60
0577,B,134,0,No rain,6.4,3,PARCEL DAS PAREDES, - ,440,Special Craft,Supply Vessel,81
0578,B,153,0.2,Light,6.6,3,ANNA A / CAPE BAXLEY, - ,24,Tanker,Crude Oil Tanker,274
0579,B,300,0,No rain,4,2,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0580,B,300,0,No rain,4,2,AUSTRAL ABROLHOS, - ,45,Special Craft,Supply Vessel,65
0581,B,241,0,No rain,1.3,1,AUSTRAL ABROLHOS, - ,45,Special Craft,Supply Vessel,65
0582,B,300,0,No rain,3.3,2,HANG BO 2002, - ,237,Special Craft,Motor Hopper,72
0583,B,300,0,No rain,7.3,4,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0584,B,179,0,No rain,7.6,4,VIKING THAUMAS, - ,622,Special Craft,Supply Vessel,73
0585,B,300,0.2,Light,3.7,2,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0586,B,300,0,No rain,5.9,3,HANG BO 2002, - ,237,Special Craft,Motor Hopper,72
0587,B,191,0,No rain,8.5,4,SIEM GIANT, - ,527,Special Craft,Supply Vessel,88
0588,B,300,0,No rain,2.8,2,MSC MUSICA, - ,389,Passenger,Passenger Ship,294
0589,B,137,0,No rain,3.8,2,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0590,B,300,0,No rain,4.8,3,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0591,B,280,0,No rain,7.6,4,MINGYANG11, - ,362,Special Craft,Offshore Supply Ship,60
0592,B,134,0,No rain,6.4,3,PARCEL DAS PAREDES, - ,440,Special Craft,Supply Vessel,81
0593,B,153,0.2,Light,6.6,3,ANNA A / CAPE BAXLEY, - ,24,Tanker,Crude Oil Tanker,274
0594,B,300,0,No rain,4,2,AUSTRAL ABROLHOS, - ,45,Special Craft,Supply Vessel,65
0595,B,241,0,No rain,1.3,1,AUSTRAL ABROLHOS, - ,45,Special Craft,Supply Vessel,65
0596,B,300,0,No rain,3.3,2,HANG BO 2002, - ,237,Special Craft,Motor Hopper,72
0597,B,141,0,No rain,1.5,1,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0598,B,300,0,No rain,5.3,3,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0599,B,300,0,No rain,6.7,3,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0600,B,300,0,No rain,7.5,4,SEALOADER 1, - ,515,Special Craft,Offshore Supply Ship,90
0601,B,300,0,No rain,2.5,1,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0602,B,300,0,No rain,13.4,6,HANG BO 2002, - ,237,Special Craft,Motor Hopper,72
0603,B,300,0,No rain,8.5,4,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0604,B,300,0,No rain,2.2,1,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0605,B,243,0,No rain,6.5,3,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0606,B,300,0,No rain,6.1,3,HANG BO 2002, - ,237,Special Craft,Motor Hopper,72
0607,B,300,0,No rain,3.2,2,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0608,B,300,0,No rain,2,1,HANG BO 2002, - ,237,Special Craft,Motor Hopper,72
0609,B,130,0,No rain,3.7,2,CARDIFF, - ,96,Cargo,Container Ship,271
0610,B,184,0,No rain,2.5,1,SPARTA MX, - ,549,Special Craft,Pilot Vessel,12
0611,B,300,0,No rain,3.3,2,MSC BARBARA, - ,378,Cargo,Container Ship,303
0612,B,271,0,No rain,4.5,3,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0613,B,300,0,No rain,9.1,4,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0614,B,300,0,No rain,2.3,1,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0615,B,300,0,No rain,2.4,1,SKANDI IPANEMA, - ,536,Tug,Tug/Supply Vessel,74
0616,B,300,0,No rain,6.3,3,CBO ANITA, - ,105,Special Craft,Offshore Supply Ship,75
0617,B,300,0,No rain,3.2,2,MSC ROMANE, - ,393,Cargo,Container Ship,300
0618,B,255,0,No rain,4.4,2,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0619,B,160,0,No rain,4.7,3,HANG BO 2002, - ,237,Special Craft,Motor Hopper,72
0620,B,300,0,No rain,15,6,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0621,B,300,0,No rain,1.8,1,ILHA DA TRINDADE, - ,256,Special Craft,Offshore Supply Ship,64
0622,B,300,0,No rain,4.9,3,SAAVEDRA TIDE, - ,492,Special Craft,Offshore Supply Ship,84
0623,B,216,0,No rain,15.4,6,MARTIN VAZ, - ,346,Special Craft,Offshore Supply Ship,64
0624,B,300,0,No rain,3.2,2,TS FABULOSO, - ,597,Tug,Tug,30
0625,B,170,0,No rain,7.5,4,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0626,B,300,0,No rain,3.8,2,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0627,B,300,0,No rain,14.1,6,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0628,B,300,0,No rain,6.6,3,NORMAND CARIOCA, - ,410,Special Craft,Supply Vessel,88
0629,B,300,1.8,Moderate,6.9,3,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
0630,B,300,0,No rain,5.1,3,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
0631,B,263,0,No rain,4.5,3,NORMAND TURMALINA, - ,413,Special Craft,Anchor Handling Vessel,81
0632,B,300,0,No rain,9.8,4,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0633,B,300,0,No rain,10.1,5,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0634,B,300,0,No rain,7.5,4,PILOT 08, - ,451,Special Craft,Pilot Vessel,12
0635,B,300,0,No rain, - , - ,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0636,B,300,0,No rain,2.4,1,CAP VICTOR, - ,85,Tanker,Crude Oil Tanker,274
0637,B,300,0,No rain,7,4,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0638,B,300,0,No rain,8.2,4,RB EDEN, - ,474,Cargo,Bulk Carrier,229
0639,B,300,0,No rain,9,4,HANG BO 2003, - ,238,Special Craft,Motor Hopper,72
0640,B,300,0.2,Light,10,5,PILOT 20, - ,457,Special Craft,Pilot Vessel,13
0641,B,300,0,No rain,3.4,2,SIEM GIANT, - ,527,Special Craft,Supply Vessel,88
0642,B,300,0,No rain,2.8,2,SEALOADER 2, - ,516,Special Craft,Offshore Supply Ship,90
0643,B,229,0,No rain,3.8,2,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0644,B,300,0.6,Light,7.4,4,BBC ALBERTA, - ,49,Cargo,General Cargo,138
0645,B,300,0,No rain,9.5,4,CS CELESTE, - ,134,Cargo,Bulk Carrier,180
0646,B,300,0,No rain,12.5,5,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0647,B,300,0.2,Light,14.5,6,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0648,B,300,0,No rain,3.8,2,PILOT 14, - ,456,Special Craft,Pilot Vessel,12
0649,B,290,0,No rain,7.2,4,BBC MANILA, - ,54,Cargo,General Cargo,147
0650,B,300,0,No rain,5.5,3,MSC TAVVISHI, - ,396,Cargo,Container Ship,278
0651,B,300,0,No rain,2.9,2,BALTIC ACE, - ,46,Cargo,Bulk Carrier,180
0652,B,300,0.2,Light,3,2,PILOT 02, - ,449,Special Craft,Pilot Vessel,12
0653,B,126,0,No rain,5.2,3,PILOT 10, - ,453,Special Craft,Pilot Vessel,11
0654,B,134,0,No rain,4,2,PILOT 09, - ,452,Special Craft,Pilot Vessel,12
0655,B,122,0,No rain,5.4,3,RED BOAT RJ 05, - ,476,Fishing,Fishing Vessel,13
0656,C,300,0,No rain,3.3,2,OCEANICASUB VII,150,424,Special Craft,Multi Purpose Offshore Vessel,80
0657,C,290,0,No rain,4.8,3,SKANDI URCA,140,539,Tug,Tug/Supply Vessel,94
0658,C,300,0,No rain,0.4,1,HENRIQUE DIAS,150,243,Tanker,Crude Oil Tanker,274
0659,C,300,0,No rain,10.7,5,STI FULHAM,150,563,Tanker,Crude Oil Tanker,184
0660,C,300,0,No rain,6.8,3,PILOT 10,150,453,Special Craft,Pilot Vessel,11
0661,C,300, - , - , - , - ,ULTRA TIGER,150,608,Cargo,Bulk Carrier,229
0662,C,300,0,No rain,2.5,1,CAPE XL,150,93,Cargo,Bulk Carrier,292
0663,C,272,0,No rain,3.8,2,JOLANDA,122,275,Cargo,Bulk Carrier,292
0664,C,300, - , - , - , - ,ULTRA TIGER,150,608,Cargo,Bulk Carrier,229
0665,C,300,0,No rain,3.5,2,SM DRAGON,150,541,Cargo,Bulk Carrier,300
0666,C,300,0,No rain,1.7,1,FERNAO DE MAGALHAES,150,178,Cargo,Container Ship,228
0667,C,300,0,No rain,0,1,PNOI / IVS TRIVIEW,150,461,Cargo,General Cargo,177
0668,C,300,0,No rain,2.7,2,MARCILIO DIAS,150,339,Tanker,Crude Oil Tanker,274
0669,C,300,0.2,Light,1.3,1,DAMAS / RIMAR,150,141,Tanker,Oil/Chemical Tanker,183
0670,C,300,0,No rain,3.1,2,KIWI ARROW,150,284,Cargo,Bulk Carrier,200
0671,C,300,0,No rain,2.6,2,ILHA DA TRINDADE,150,256,Special Craft,Offshore Supply Ship,64
0672,C,300,0,No rain,3,2,MAERSK LEADER,150,316,Special Craft,Offshore Supply Ship,90
0673,C,300,0,No rain,3.1,2,MAERSK LINS,150,320,Cargo,Container Ship,300
0674,C,300,0,No rain,5.9,3,HBIS SUNRISE,150,239,Cargo,Ore Carrier,315
0675,C,274,0,No rain,8.8,4,PEARL RIVER,150,444,Special Craft,Suction Dredger,182
0676,C,300,0,No rain,7.3,4,PEARL RIVER,150,444,Special Craft,Suction Dredger,182
0677,C,300,0,No rain,6.8,3,FENG HUA,150,177,Cargo,Bulk Carrier,295
0678,C,300,0,No rain,2.2,1,SAN FERNANDO,150,501,Cargo,Container Ship,300
0679,C,300,0,No rain,5.3,3,PEARL RIVER,150,444,Special Craft,Suction Dredger,182
0680,C,300,0,No rain,2.9,2,NORMAND TURMALINA,150,413,Special Craft,Anchor Handling Vessel,81
0681,C,230,0,No rain,5.8,3,DONG YUAN 502,80,153,Special Craft,Offshore Supply Ship,53
0682,C,300,0,No rain,6.2,3,PEARL RIVER,150,444,Special Craft,Suction Dredger,182
0683,C,300,0,No rain,3.8,2,MSC CARINA,150,380,Cargo,Bulk Carrier,254
0684,C,300,0,No rain,1.7,1,PENELOPE T,150,446,Cargo,Bulk Carrier,289
0685,C,300,0,No rain,2,1,ASSO VENTISETTE,150,38,Special Craft,Offshore Supply Ship,71
0686,C,300,0,No rain,10.9,5,TS INVOCADO,150,601,Tug,Tug,29
0687,C,280,0.6,Light,2.5,1,CARLOS VIEIRA,150,99,High-Speed Craft,High-Speed Craft,17
0688,C,280,0.6,Light,2.5,1,CARLOS VIEIRA,150,99,High-Speed Craft,High-Speed Craft,17
0689,C,300,0,No rain,6,3,ALTAIR,150,18,Tanker,Oil/Chemical Tanker,183
0690,C,300,0,No rain,3.4,2,LOG IN PANTANAL,150,297,Cargo,Container Ship,182
0691,C,300,0,No rain,1.7,1,PILOT 11,150,454,Special Craft,Pilot Vessel,13
0692,C,271,0,No rain,10.4,5,ENCO,150,161,Tug,Tug,33
0693,C,271,0,No rain,3.7,2,ENCO,121,161,Tug,Tug,33
0694,C,300,0,No rain,2.3,1,CMA CGM LITANI,150,118,Cargo,Container Ship,300
0695,C,300,0.6,Light,2.1,1,GREAT HOPE,150,225,Cargo,Bulk Carrier,225
0696,C,300,0,No rain,2.5,1,BERGE TORRE,150,65,Cargo,Bulk Carrier,292
0697,C,300,0,No rain,2.3,1,PEDHOULAS MERCHANT,150,445,Cargo,Bulk Carrier,229
0698,C,300,0.6,Light,13,6,TS EXIBIDO,150,596,Tug,Tug,30
0699,C,300,0.4,Light,2.4,1,PILOT 11,150,454,Special Craft,Pilot Vessel,13
0700,C,271,0,No rain,3.7,2,NS CREATION,150,417,Tanker,Crude Oil Tanker,244
0701,C,271,0,No rain,3.7,2,ENCO,121,161,Tug,Tug,33
0702,C,240,0.2,Light,2.7,2,WEC DE HOOGH,90,629,Cargo,Container Ship,150
0703,C,300,0,No rain,7.3,4,SELIN M,150,523,Cargo,Bulk Carrier,177
0704,C,250,0,No rain,7.8,4,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0705,C,300,0,No rain,3.2,2,SKANDI IPANEMA,150,536,Tug,Tug/Supply Vessel,74
0706,C,300,0,No rain,12.4,5,CAMPOS CONTENDER,150,82,Special Craft,Multi Purpose Offshore Vessel,75
0707,C,300,0,No rain,2.3,1,TS FAVORITO,150,598,Tug,Tug,30
0708,C,300,0,No rain,4.3,2,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0709,C,300,0,No rain,9,4,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0710,C,271,0,No rain,8.3,4,ENCO,121,161,Tug,Tug,33
0711,C,300,0,No rain,4.4,2,GRANDE AFRICA,150,218,Cargo,Ro-Ro/Container Carrier,214
0712,C,271,0,No rain,5.4,3,ENCO,121,161,Tug,Tug,33
0713,C,300,0,No rain,1.8,1,MARAN HERMES,150,333,Tanker,Crude Oil Tanker,274
0714,C,300,0.8,Light,13.3,6,ASTRO PARGO,150,39,Special Craft,Supply Vessel,63
0715,C,300,0,No rain,5.6,3,PILOT 11,150,454,Special Craft,Pilot Vessel,13
0716,C,270,0,No rain,2.2,1,PILOT 11,120,454,Special Craft,Pilot Vessel,13
0717,C,300,0,No rain,4.2,2,SKANDI PEREGRINO,150,537,Special Craft,Anchor Handling Vessel,75
0718,C,293,0,No rain,6.8,3,PILOT 09,143,452,Special Craft,Pilot Vessel,12
0719,C,300,0,No rain,6.1,3,MINERVA NIKE,150,361,Cargo,Bulk Carrier,292
0720,C,300,0,No rain,3.4,2,MAERSK LAMANAI,150,315,Cargo,Container Ship,300
0721,C,300,0,No rain,3.3,2,COTSWOLD,150,131,Cargo,Bulk Carrier,292
0722,C,300,0,No rain,5.6,3,GNG CONCORD 2,150,209,Cargo,Bulk Carrier,225
0723,C,280,0,No rain,6.4,3,HELEN,130,241,Cargo,Livestock Carrier,80
0724,C,300,0,No rain,1.3,1,OCEAN SPIRIT / STENAWECO SPIRIT,150,421,Tanker,Oil/Chemical Tanker,183
0725,C,300,0,No rain,1.3,1,SERGIO BUARQUE DE HOLANDA,150,525,Tanker,Oil/Chemical Tanker,182
0726,C,300,0,No rain,2.6,2,PACIFIC WEST,150,436,Cargo,Bulk Carrier,292
0727,C,300,0,No rain,3.6,2,CAPE SPLENDOR,150,91,Cargo,Bulk Carrier,300
0728,C,300,0,No rain,2.5,1,MAERSK LEON,150,318,Cargo,Container Ship,300
0729,C,300,0,No rain,0,1,ROSS SEA,150,485,Tanker,Crude Oil Tanker,244
0730,C,300,0,No rain,5.1,3,TRUE NEPTUNE,150,593,Cargo,Bulk Carrier,300
0731,C,300,0,No rain,4.1,2,HERUN CHINA,150,246,Cargo,Bulk Carrier,292
0732,C,300,0,No rain,2.1,1,ORE SUDBURY,150,431,Cargo,Ore Carrier,328
0733,C,300,0,No rain,1.6,1,MUHSINE K,150,399,Cargo,General Cargo,89
0734,C,220,0,No rain,5.1,3,LAN HUA HAI,100,292,Cargo,Bulk Carrier,254
0735,C,300,0,No rain,1.3,1,MAERSK LABREA,150,314,Cargo,Container Ship,300
0736,C,300,0,No rain,2.8,2,TRIPLE PLAY,150,592,Special Craft,Offshore Supply Ship,58
0737,C,300,0,No rain,2,1,MAERSK LOTA,150,321,Cargo,Container Ship,300
0738,C,300,0,No rain,4.8,3,TEMPERANCA,150,580,Fishing,Fishing Vessel,18
0739,C,300,0,No rain,3.4,2,PILOT 11,150,454,Special Craft,Pilot Vessel,13
0740,C,300,0,No rain,3.7,2,PILOT 11,150,454,Special Craft,Pilot Vessel,13
0741,C,300,0,No rain,9.4,4,SAVEIROS FRAGATA,150,507,Special Craft,Offshore Supply Ship,72
0742,C,270,0,No rain,10.1,5,CASTILLO DE HERRERA,140,104,Tanker,Oil/Chemical Tanker,135
0743,C,220,0,No rain,4.4,2,CBO ANITA,70,105,Special Craft,Offshore Supply Ship,75
0744,C,300,0,No rain,1.7,1,SKANDI RIO,150,538,Tug,Tug/Supply Vessel,81
0745,C,300,0,No rain,5.4,3,BREMERHAVEN EXPRESS,150,70,Cargo,Container Ship,300
0746,C,300,0,No rain,4.4,2,CAMPOS CONTENDER,150,82,Special Craft,Multi Purpose Offshore Vessel,75
0747,C,300,0,No rain,6.2,3,CMA CGM RIGOLETTO,150,121,Cargo,Container Ship,349
0748,C,240,0,No rain,5.6,3,PILOT 11,150,454,Special Craft,Pilot Vessel,13
0749,C,300,0,No rain,13.5,6,TS FAVORITO,150,598,Tug,Tug,30
0750,C,290,0,No rain,5.6,3,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0751,C,300,0,No rain,4.7,3,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0752,C,245,0,No rain,2.8,2,SAAVEDRA TIDE,95,492,Special Craft,Offshore Supply Ship,84
0753,C,300,0.4,Light,5.8,3,BBC DOLPHIN,150,51,Cargo,General Cargo,120
0754,C,300,0,No rain,5.1,3,HAIYANGSHIYOU 771,150,234,Special Craft,Multi Purpose Offshore Vessel,65
0755,C,300,0,No rain,5.8,3,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0756,C,300,0,No rain,9,4,CAMPOS CONTENDER,150,82,Special Craft,Multi Purpose Offshore Vessel,75
0757,C,300,0,No rain,2.8,2,CAMPOS CONTENDER,150,82,Special Craft,Multi Purpose Offshore Vessel,75
0758,C,300,0,No rain,20.8,7,OCEANICASUB II,150,423,Tug,Tug,34
0759,C,300,0,No rain,3.7,2,HE HENG,150,240,Cargo,Ore Carrier,327
0760,C,300,0,No rain,1.8,1,GLADIATOR,150,204,Cargo,Bulk Carrier,190
0761,C,300,0,No rain,5.2,3,MARAN VENTURE,150,338,Cargo,Bulk Carrier,292
0762,C,300,0,No rain,2.5,1,LILA CHIOS / ANANGEL INNOVATION,150,295,Cargo,Bulk Carrier,289
0763,C,300,0,No rain,3.4,2,STELLAR JOURNEY,150,560,Cargo,Ore Carrier,333
0764,C,300,0,No rain,2.8,2,EHIME QUEEN,150,160,Cargo,Bulk Carrier,292
0765,C,300,0,No rain,1.6,1,ERMIS / SBI SOUSTA,150,167,Cargo,Bulk Carrier,229
0766,C,300,0,No rain,2.4,1,INTERASIA HORIZON,150,261,Cargo,Container Ship,261
0767,C,300,0,No rain,2.9,2,MOUNT LOGAN / FRONTIER EXPEDITION,150,369,Cargo,Bulk Carrier,292
0768,C,300,0,No rain,2.4,1,SAGA TIDE,150,494,Cargo,General Cargo,200
0769,C,300,0,No rain,3,2,PACIFIC WEST,150,436,Cargo,Bulk Carrier,292
0770,C,300,0,No rain,5.5,3,TW BEIJING,150,606,Cargo,Bulk Carrier,229
0771,C,300,1.6,Moderate,5.6,3,NAVIOS BONAVIS,150,403,Cargo,Bulk Carrier,292
0772,C,300,0,No rain,1.9,1,MAERSK LABERINTO,150,313,Cargo,Container Ship,300
0773,C,220,0,No rain,3.3,2,HELLAS TUNA,150,242,Fishing,Fishing Vessel,83
0774,C,300,0,No rain,0,1,MOMI ARROW,150,365,Cargo,General Cargo,190
0775,C,300,0,No rain,0,1,ROMULO ALMEIDA,150,482,Tanker,Oil Products Tanker,183
0776,C,300,0,No rain,0,1,SALLIE KNUTSEN,150,497,Tanker,Shuttle Tanker,274
0777,C,300,0,No rain,2,1,MAERSK LEON,150,318,Cargo,Container Ship,300
0778,C,271,0,No rain,1.1,1,VIDYUT / VANSHI,150,621,Cargo,Bulk Carrier,290
0779,C,265,0,No rain,7.4,4,MSC LUDOVICA,115,388,Cargo,Container Ship,300
0780,C,300,0,No rain,5,3,SIEM GIANT,150,527,Special Craft,Supply Vessel,88
0781,C,300,0,No rain,6.4,3,GRACE LUCRUM,150,214,Tanker,Oil/Chemical Tanker,183
0782,C,300,0,No rain,8.9,4,SYDNEY EXPRESS,150,572,Cargo,Container Ship,300
0783,C,300,0,No rain,9.6,4,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0784,C,280,0,No rain,4.1,2,GASCHEM ARCTIC,150,195,Tanker,LPG Tanker,129
0785,C,300,1.2,Moderate,4.5,3,OCEANICASUB II,150,423,Tug,Tug,34
0786,C,270,0,No rain,5.8,3,PILOT 14,120,456,Special Craft,Pilot Vessel,12
0787,C,265,0,No rain,7.4,4,MSC LUDOVICA,115,388,Cargo,Container Ship,300
0788,C,300,2.2,Moderate,4.9,3,PILOT 11,150,454,Special Craft,Pilot Vessel,13
0789,C,300,0,No rain,4.1,2,TS FISSURADO,150,599,Special Craft,Mooring Vessel,29
0790,C,300,0,No rain,6.4,3,GRACE LUCRUM,150,214,Tanker,Oil/Chemical Tanker,183
0791,C,300,0,No rain,8.9,4,SYDNEY EXPRESS,150,572,Cargo,Container Ship,300
0792,C,300,0,No rain,9.6,4,PILOT 14,150,456,Special Craft,Pilot Vessel,12
0793,C,280,0,No rain,4.1,2,GASCHEM ARCTIC,150,195,Tanker,LPG Tanker,129
0794,C,300,1.2,Moderate,4.5,3,OCEANICASUB II,150,423,Tug,Tug,34
0795,C,270,0,No rain,5.8,3,PILOT 14,120,456,Special Craft,Pilot Vessel,12
0796,C,300,0,No rain,3.7,2,ESTRELA DE KALY I,150,168,Fishing,Fishing Vessel,21
0797,C,300,0,No rain,2,1,PILOT 09,150,452,Special Craft,Pilot Vessel,12
0798,C,270,0,No rain,7.7,4,SEA MOBY DICK,120,511,Tug,Tug,24
0799,C,300,0,No rain,3.8,2,PAPA GOLFE,150,439,Pleasure Craft,Pleasure Craft,36
0800,C,270, - , - , - , - ,NORMAND PIONEER,120,411,Tug,Tug/Supply Vessel,95
0801,C,300,0,No rain,1.8,1,INOI,150,259,Cargo,General Cargo,177
0802,C,300,0,No rain,2.2,1,PILOT BOAT I,150,458,Special Craft,Pilot Vessel,8
0803,C,300,0,No rain,2.2,1,PILOT BOAT I,150,458,Special Craft,Pilot Vessel,8
0804,C,300,0,No rain,3.1,2,COSTA PACIFICA,150,130,Passenger,Passenger Ship,290
0805,C,235,0,No rain,0.4,1,ETC NEFERTARI,85,169,Tanker,Oil Products Tanker,189
0806,C,300,0,No rain,0,1,MSC MUSICA,150,389,Passenger,Passenger Ship,294
0807,C,300,0,No rain,0,1,D&K ABDUL RAZZAK KHALID ZAID,150,136,Tanker,Oil/Chemical Tanker,183
0808,C,216,0,No rain,3.5,2,ILHA DA TRINDADE,150,256,Special Craft,Offshore Supply Ship,64
0809,C,238,0,No rain,7.7,4,NORMAND PIONEER,88,411,Tug,Tug/Supply Vessel,95
0810,C,224,0,No rain,12.1,5,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0811,C,300,0,No rain,10.3,5,ADRIATICA GRAECA,150,7,Cargo,Bulk Carrier,225
0812,C,241,0,No rain,3.2,2,TS FAVORITO,150,598,Tug,Tug,30
0813,C,204,0,No rain,3.6,2,PILOT 08,139,451,Special Craft,Pilot Vessel,12
0814,C,174,2.4,Moderate,10.8,5,PILOT 09,88,452,Special Craft,Pilot Vessel,12
0815,C,234,1.8,Moderate,2.9,2,HUEMUL,150,253,Tanker,Oil/Chemical Tanker,161
0816,C,232,1.8,Moderate,2,1,TARUCA,82,578,Tanker,Oil/Chemical Tanker,144
0817,C,260,0,No rain,7.5,4,MAERSK ACHIEVER,110,310,Special Craft,Offshore Supply Ship,90
0818,C,242,0,No rain,2.5,1,BREMERHAVEN EXPRESS,92,70,Cargo,Container Ship,300
0819,C,274,0,No rain,5.3,3,TS MARRENTO,150,602,Tug,Tug,30
0820,C,236,0,No rain,10.7,5,RAYS,150,473,Cargo,Bulk Carrier,177
0821,C,267,0,No rain,8.7,4,HANG BO 2003,117,238,Special Craft,Motor Hopper,72
0822,C,300,0,No rain,3,2,VB RASANT,150,620,Tug,Tug,25
0823,C,300,0,No rain,2.3,1,INSIGNIA,150,260,Passenger,Passenger Ship,181
0824,C,289,0,No rain,6.4,3,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0825,C,224,0,No rain,2.8,2,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0826,C,300,0,No rain,4.4,2,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0827,C,294,0,No rain,2.7,2,TS FISSURADO,144,599,Special Craft,Mooring Vessel,29
0828,C,300,0,No rain,5,3,PACHECO 0,150,432,Fishing,Fishing Vessel,18
0829,C,216,0,No rain,3.5,2,ILHA DA TRINDADE,150,256,Special Craft,Offshore Supply Ship,64
0830,C,300,0,No rain,2.3,1,ERIETTA,150,165,Cargo,Bulk Carrier,200
0831,C,238,0,No rain,7.7,4,NORMAND PIONEER,88,411,Tug,Tug/Supply Vessel,95
0832,C,224,0,No rain,12.1,5,PILOT 08,150,451,Special Craft,Pilot Vessel,12
0833,C,300,0,No rain,10.3,5,ADRIATICA GRAECA,150,7,Cargo,Bulk Carrier,225
0834,C,241,0,No rain,3.2,2,TS FAVORITO,150,598,Tug,Tug,30
0835,C,204,0,No rain,3.6,2,PILOT 08,139,451,Special Craft,Pilot Vessel,12
0836,C,174,2.4,Moderate,10.8,5,PILOT 09,88,452,Special Craft,Pilot Vessel,12
0837,C,220,0.4,Light,14.5,6,SKANDI IPANEMA,150,536,Tug,Tug/Supply Vessel,74
0838,C,234,1.8,Moderate,2.9,2,HUEMUL,150,253,Tanker,Oil/Chemical Tanker,161
0839,C,232,1.8,Moderate,2,1,TARUCA,82,578,Tanker,Oil/Chemical Tanker,144
0840,C,260,0,No rain,7.5,4,MAERSK ACHIEVER,110,310,Special Craft,Offshore Supply Ship,90
0841,C,242,0,No rain,2.5,1,BREMERHAVEN EXPRESS,92,70,Cargo,Container Ship,300
0842,C,274,0,No rain,5.3,3,TS MARRENTO,150,602,Tug,Tug,30
0843,C,267,0,No rain,8.7,4,HANG BO 2003,117,238,Special Craft,Motor Hopper,72
0844,C,300,0,No rain,3,2,VB RASANT,150,620,Tug,Tug,25
0845,C,300,0,No rain,2.3,1,INSIGNIA,150,260,Passenger,Passenger Ship,181
0846,C,300,0,No rain,2.3,1,NORMAND TURQUESA,150,414,Special Craft,Anchor Handling Vessel,81
0847,C,289,0,No rain,6.4,3,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0848,C,224,0,No rain,2.8,2,HANG BO 2003,150,238,Special Craft,Motor Hopper,72
0849,C,214,0,No rain,6.1,3,KM VANCOUVER,150,285,Cargo,Bulk Carrier,200
0850,C,300,0,No rain,3.3,2,HANG BO 2002,150,237,Special Craft,Motor Hopper,72
0851,C,294,0,No rain,2.7,2,TS FISSURADO,144,599,Special Craft,Mooring Vessel,29
0852,C,300,0,No rain,5,3,PACHECO 0,150,432,Fishing,Fishing Vessel,18
